userName,score,at,content,content_tokens,content_tokens_fdist,content_tokens_WSW,content_normalized,content_tokens_stemmed,polarity_score,polarity
Muhammad Izan Ulil Amri,2,2022-07-05 19:47:35,mau daftar buka rekening baru udah isi data sesuai ktp foto ktp sudah lewat online pas sudah isi semua kolom klik lanjut ada peringatan compare name failed terus pdhal udah bener semua knpa ya,"['mau', 'daftar', 'buka', 'rekening', 'baru', 'udah', 'isi', 'data', 'sesuai', 'ktp', 'foto', 'ktp', 'sudah', 'lewat', 'online', 'pas', 'sudah', 'isi', 'semua', 'kolom', 'klik', 'lanjut', 'ada', 'peringatan', 'compare', 'name', 'failed', 'terus', 'pdhal', 'udah', 'bener', 'semua', 'knpa', 'ya']",<FreqDist with 29 samples and 34 outcomes>,"['daftar', 'buka', 'rekening', 'isi', 'data', 'sesuai', 'ktp', 'foto', 'ktp', 'online', 'pas', 'isi', 'kolom', 'klik', 'peringatan', 'compare', 'name', 'failed', 'pdhal', 'bener', 'knpa']","['daftar', 'buka', 'rekening', 'isi', 'data', 'sesuai', 'kartutandapenduduk', 'foto', 'kartutandapenduduk', 'online', 'pas', 'isi', 'kolom', 'klik', 'peringatan', 'compare', 'name', 'failed', 'pdhal', 'benar', 'kenapa']","['daftar', 'buka', 'rekening', 'isi', 'data', 'sesuai', 'kartutandapenduduk', 'foto', 'kartutandapenduduk', 'online', 'pas', 'isi', 'kolom', 'klik', 'ingat', 'compare', 'name', 'failed', 'pdhal', 'benar', 'kenapa']",-7,negative
ely setiawan,1,2022-07-05 17:14:44,tampilan ui tidak konsisten kountol tiap update tampilan selalu berubah bikin bingung pengguna terus ini bug dari versi versi sebelumnya tidak pernah di fixsaat total saldo dilayar awal sering ngebug saya sudah klik ikon mata tapi yang tampil hanya ikon refresh sudah logout terus login lagi hasil sama padahal jaringan lancar developernya payah,"['tampilan', 'ui', 'tidak', 'konsisten', 'kountol', 'tiap', 'update', 'tampilan', 'selalu', 'berubah', 'bikin', 'bingung', 'pengguna', 'terus', 'ini', 'bug', 'dari', 'versi', 'versi', 'sebelumnya', 'tidak', 'pernah', 'di', 'fixsaat', 'total', 'saldo', 'dilayar', 'awal', 'sering', 'ngebug', 'saya', 'sudah', 'klik', 'ikon', 'mata', 'tapi', 'yang', 'tampil', 'hanya', 'ikon', 'refresh', 'sudah', 'logout', 'terus', 'login', 'lagi', 'hasil', 'sama', 'padahal', 'jaringan', 'lancar', 'developernya', 'payah']",<FreqDist with 47 samples and 53 outcomes>,"['tampilan', 'ui', 'konsisten', 'kountol', 'tampilan', 'berubah', 'bingung', 'pengguna', 'bug', 'versi', 'versi', 'fixsaat', 'total', 'saldo', 'dilayar', 'ngebug', 'klik', 'ikon', 'tampil', 'ikon', 'refresh', 'logout', 'login', 'hasil', 'jaringan', 'lancar', 'developernya', 'payah']","['tampilan', 'universitasindonesia', 'konsisten', 'kountol', 'tampilan', 'berubah', 'bingung', 'pengguna', 'bug', 'versi', 'versi', 'fixsaat', 'total', 'saldo', 'dilayar', 'ngebug', 'klik', 'lambang', 'tampil', 'lambang', 'refresh', 'logout', 'login', 'hasil', 'jaringan', 'lancar', 'developernya', 'payah']","['tampil', 'universitasindonesia', 'konsisten', 'kountol', 'tampil', 'ubah', 'bingung', 'guna', 'bug', 'versi', 'versi', 'fixsaat', 'total', 'saldo', 'layar', 'ngebug', 'klik', 'lambang', 'tampil', 'lambang', 'refresh', 'logout', 'login', 'hasil', 'jaring', 'lancar', 'developer', 'payah']",1,positive
Sinta Novita,1,2022-07-05 15:57:47,mau bikin atm katanya kosong disuruh pake apk brimo dan sampek sekarang mau daftar masih tidak bisa tetep gagal pas upload video kpn diperbaiki sistemnya udah lama lohh ini gak bisanya,"['mau', 'bikin', 'atm', 'katanya', 'kosong', 'disuruh', 'pake', 'apk', 'brimo', 'dan', 'sampek', 'sekarang', 'mau', 'daftar', 'masih', 'tidak', 'bisa', 'tetep', 'gagal', 'pas', 'upload', 'video', 'kpn', 'diperbaiki', 'sistemnya', 'udah', 'lama', 'lohh', 'ini', 'gak', 'bisanya']",<FreqDist with 30 samples and 31 outcomes>,"['atm', 'kosong', 'disuruh', 'pake', 'apk', 'brimo', 'sampek', 'daftar', 'tetep', 'gagal', 'pas', 'upload', 'video', 'diperbaiki', 'sistemnya', 'bisanya']","['atm', 'kosong', 'disuruh', 'pakai', 'apk', 'brimo', 'sampek', 'daftar', 'tetep', 'gagal', 'pas', 'upload', 'video', 'diperbaiki', 'sistemnya', 'bisanya']","['atm', 'kosong', 'suruh', 'pakai', 'apk', 'brimo', 'sampek', 'daftar', 'tetep', 'gagal', 'pas', 'upload', 'video', 'baik', 'sistem', 'bisa']",-11,negative
Majelis ReuploadTV,1,2022-07-05 14:23:26,sudah mendaftar rekening online sudah melakukan pembayaran pertama tetapi username dan pasword salah padahal sudah dimasukan dengan benar lalu jaringan dibilang bermasalah padahal jaringan normal raib duit rbu telek,"['sudah', 'mendaftar', 'rekening', 'online', 'sudah', 'melakukan', 'pembayaran', 'pertama', 'tetapi', 'username', 'dan', 'pasword', 'salah', 'padahal', 'sudah', 'dimasukan', 'dengan', 'benar', 'lalu', 'jaringan', 'dibilang', 'bermasalah', 'padahal', 'jaringan', 'normal', 'raib', 'duit', 'rbu', 'telek']",<FreqDist with 25 samples and 29 outcomes>,"['mendaftar', 'rekening', 'online', 'pembayaran', 'username', 'pasword', 'salah', 'dimasukan', 'jaringan', 'dibilang', 'bermasalah', 'jaringan', 'normal', 'raib', 'duit', 'rbu', 'telek']","['mendaftar', 'rekening', 'online', 'pembayaran', 'username', 'pasword', 'salah', 'dimasukan', 'jaringan', 'dibilang', 'bermasalah', 'jaringan', 'normal', 'raib', 'uang', 'rbu', 'telek']","['daftar', 'rekening', 'online', 'bayar', 'username', 'pasword', 'salah', 'masuk', 'jaring', 'bilang', 'masalah', 'jaring', 'normal', 'raib', 'uang', 'rbu', 'telek']",-8,negative
Barokah Diani,1,2022-07-05 14:06:29,aplikasi nya klo di buka selalu brimo terhenti ga bisa  login pdhl sinyal bagus trus gimana nasib uangku klo  bsa  buka mana  ada kartu atau buku alternatif lain tolong di bntu krena kasian uangnya kl ilng,"['aplikasi', 'nya', 'klo', 'di', 'buka', 'selalu', 'brimo', 'terhenti', 'ga', 'bisa', 'login', 'pdhl', 'sinyal', 'bagus', 'trus', 'gimana', 'nasib', 'uangku', 'klo', 'bsa', 'buka', 'mana', 'ada', 'kartu', 'atau', 'buku', 'alternatif', 'lain', 'tolong', 'di', 'bntu', 'krena', 'kasian', 'uangnya', 'kl', 'ilng']",<FreqDist with 33 samples and 36 outcomes>,"['aplikasi', 'buka', 'brimo', 'terhenti', 'login', 'pdhl', 'sinyal', 'bagus', 'nasib', 'uangku', 'bsa', 'buka', 'kartu', 'buku', 'alternatif', 'tolong', 'bntu', 'krena', 'kasian', 'uangnya', 'ilng']","['aplikasi', 'buka', 'brimo', 'terhenti', 'login', 'padahal', 'sinyal', 'bagus', 'nasib', 'uangku', 'bisa', 'buka', 'kartu', 'buku', 'alternatif', 'tolong', 'bntu', 'krena', 'kasian', 'uangnya', 'ilng']","['aplikasi', 'buka', 'brimo', 'henti', 'login', 'padahal', 'sinyal', 'bagus', 'nasib', 'uang', 'bisa', 'buka', 'kartu', 'buku', 'alternatif', 'tolong', 'bntu', 'krena', 'kasi', 'uang', 'ilng']",-15,negative
TEMU ANUGERAH,5,2022-07-05 12:35:47,brimo keren banget mempermudah transaksitanpa harus ke atm atau bank dan tanpa pakai pulsaasal ada kuota bisa ahhh mantappppppp klo ada bintang pasti saya kasih bintang,"['brimo', 'keren', 'banget', 'mempermudah', 'transaksitanpa', 'harus', 'ke', 'atm', 'atau', 'bank', 'dan', 'tanpa', 'pakai', 'pulsaasal', 'ada', 'kuota', 'bisa', 'ahhh', 'mantappppppp', 'klo', 'ada', 'bintang', 'pasti', 'saya', 'kasih', 'bintang']",<FreqDist with 24 samples and 26 outcomes>,"['brimo', 'keren', 'banget', 'mempermudah', 'transaksitanpa', 'atm', 'bank', 'pakai', 'pulsaasal', 'kuota', 'mantappppppp', 'bintang', 'kasih', 'bintang']","['brimo', 'keren', 'banget', 'mempermudah', 'transaksitanpa', 'atm', 'bank', 'pakai', 'pulsaasal', 'kuota', 'mantappppppp', 'bintang', 'kasih', 'bintang']","['brimo', 'keren', 'banget', 'mudah', 'transaksitanpa', 'atm', 'bank', 'pakai', 'pulsaasal', 'kuota', 'mantappppppp', 'bintang', 'kasih', 'bintang']",2,positive
Don Robin,5,2022-07-05 12:01:13,semakin buruk sistemnya mau login aja tidak ada koneksi internet padahal koneksi bagus bahkan pake wifi aja masih sulit login,"['semakin', 'buruk', 'sistemnya', 'mau', 'login', 'aja', 'tidak', 'ada', 'koneksi', 'internet', 'padahal', 'koneksi', 'bagus', 'bahkan', 'pake', 'wifi', 'aja', 'masih', 'sulit', 'login']",<FreqDist with 17 samples and 20 outcomes>,"['buruk', 'sistemnya', 'login', 'koneksi', 'internet', 'koneksi', 'bagus', 'pake', 'wifi', 'sulit', 'login']","['buruk', 'sistemnya', 'login', 'koneksi', 'internet', 'koneksi', 'bagus', 'pakai', 'wifi', 'sulit', 'login']","['buruk', 'sistem', 'login', 'koneksi', 'internet', 'koneksi', 'bagus', 'pakai', 'wifi', 'sulit', 'login']",-15,negative
Mhd Wahyu NZ,5,2022-07-05 11:04:18,karena sudah ditingkatkan hingga bisa digunakan saat mode pengembang diaktifkan maka ulasan ini juga diubah terima kasih,"['karena', 'sudah', 'ditingkatkan', 'hingga', 'bisa', 'digunakan', 'saat', 'mode', 'pengembang', 'diaktifkan', 'maka', 'ulasan', 'ini', 'juga', 'diubah', 'terima', 'kasih']",<FreqDist with 17 samples and 17 outcomes>,"['ditingkatkan', 'mode', 'pengembang', 'diaktifkan', 'ulasan', 'diubah', 'terima', 'kasih']","['ditingkatkan', 'mode', 'pengembang', 'diaktifkan', 'ulasan', 'diubah', 'terima', 'kasih']","['tingkat', 'mode', 'kembang', 'aktif', 'ulas', 'ubah', 'terima', 'kasih']",6,positive
Akun KW,2,2022-07-05 10:40:56,nonton youtube maen game selalu lancar ko kenapa buka apk ini slalu gagal tolong di perbaiki apk nya dan kenapa respon dari pihak bri selalu berkata begitu tapi kenyataan nya,"['nonton', 'youtube', 'maen', 'game', 'selalu', 'lancar', 'ko', 'kenapa', 'buka', 'apk', 'ini', 'slalu', 'gagal', 'tolong', 'di', 'perbaiki', 'apk', 'nya', 'dan', 'kenapa', 'respon', 'dari', 'pihak', 'bri', 'selalu', 'berkata', 'begitu', 'tapi', 'kenyataan', 'nya']",<FreqDist with 26 samples and 30 outcomes>,"['nonton', 'youtube', 'maen', 'game', 'lancar', 'ko', 'buka', 'apk', 'slalu', 'gagal', 'tolong', 'perbaiki', 'apk', 'respon', 'bri', 'kenyataan']","['nonton', 'youtube', 'main', 'game', 'lancar', 'ko', 'buka', 'apk', 'selalu', 'gagal', 'tolong', 'perbaiki', 'apk', 'respon', 'bri', 'kenyataan']","['nonton', 'youtube', 'main', 'game', 'lancar', 'ko', 'buka', 'apk', 'selalu', 'gagal', 'tolong', 'baik', 'apk', 'respon', 'bri', 'nyata']",4,positive
Fajar Nandung,3,2022-07-05 8:32:58,semenjak pembaruan kenapa id saya tidak bisa login di brimo semua unser name and password sudah benar dan akir nya di blokir tidak jelas apa permasalahan nya,"['semenjak', 'pembaruan', 'kenapa', 'id', 'saya', 'tidak', 'bisa', 'login', 'di', 'brimo', 'semua', 'unser', 'name', 'and', 'password', 'sudah', 'benar', 'dan', 'akir', 'nya', 'di', 'blokir', 'tidak', 'jelas', 'apa', 'permasalahan', 'nya']",<FreqDist with 24 samples and 27 outcomes>,"['semenjak', 'pembaruan', 'id', 'login', 'brimo', 'unser', 'name', 'password', 'akir', 'blokir', 'permasalahan']","['semenjak', 'pembaruan', 'id', 'login', 'brimo', 'unser', 'name', 'password', 'akir', 'blokir', 'permasalahan']","['semenjak', 'baru', 'id', 'login', 'brimo', 'unser', 'name', 'password', 'akir', 'blokir', 'masalah']",-7,negative
Muslimah Muliani,5,2022-07-05 8:22:06,sangat membantu dalam bertransaksi namun untuk ewallet hanya bisa digunakan ke linkaja dan shopepay untuk top up dana mengapa tidak bisa,"['sangat', 'membantu', 'dalam', 'bertransaksi', 'namun', 'untuk', 'ewallet', 'hanya', 'bisa', 'digunakan', 'ke', 'linkaja', 'dan', 'shopepay', 'untuk', 'top', 'up', 'dana', 'mengapa', 'tidak', 'bisa']",<FreqDist with 19 samples and 21 outcomes>,"['membantu', 'bertransaksi', 'ewallet', 'linkaja', 'shopepay', 'top', 'up', 'dana']","['membantu', 'bertransaksi', 'ewallet', 'linkaja', 'shopepay', 'top', 'up', 'dana']","['bantu', 'transaksi', 'ewallet', 'linkaja', 'shopepay', 'top', 'up', 'dana']",12,positive
Mulyani Artati,3,2022-07-05 8:15:45,selesai update versi terbarueh malah gak bisa login jaringan baguskuota banyakpenyimpanan oktp gk bs login salahnya dmn ya,"['selesai', 'update', 'versi', 'terbarueh', 'malah', 'gak', 'bisa', 'login', 'jaringan', 'baguskuota', 'banyakpenyimpanan', 'oktp', 'gk', 'bs', 'login', 'salahnya', 'dmn', 'ya']",<FreqDist with 17 samples and 18 outcomes>,"['selesai', 'versi', 'terbarueh', 'login', 'jaringan', 'baguskuota', 'banyakpenyimpanan', 'oktp', 'login', 'salahnya']","['selesai', 'versi', 'terbarueh', 'login', 'jaringan', 'baguskuota', 'banyakpenyimpanan', 'oktp', 'login', 'salahnya']","['selesai', 'versi', 'terbarueh', 'login', 'jaring', 'baguskuota', 'banyakpenyimpanan', 'oktp', 'login', 'salah']",1,positive
sandi pratama jaya,2,2022-07-05 8:14:02,apknya sangat membantu untuk transaksi tagihan atau pulsa lebih mudah tanpa harus keluar rumah tapi minusnya di  saya apknya ga muncul di layar harus kita cari di gogleplaystor,"['apknya', 'sangat', 'membantu', 'untuk', 'transaksi', 'tagihan', 'atau', 'pulsa', 'lebih', 'mudah', 'tanpa', 'harus', 'keluar', 'rumah', 'tapi', 'minusnya', 'di', 'saya', 'apknya', 'ga', 'muncul', 'di', 'layar', 'harus', 'kita', 'cari', 'di', 'gogleplaystore']",<FreqDist with 24 samples and 28 outcomes>,"['apknya', 'membantu', 'transaksi', 'tagihan', 'pulsa', 'mudah', 'rumah', 'minusnya', 'apknya', 'muncul', 'layar', 'cari', 'gogleplaystore']","['apknya', 'membantu', 'transaksi', 'tagihan', 'pulsa', 'mudah', 'rumah', 'minusnya', 'apknya', 'muncul', 'layar', 'cari', 'gogleplaystore']","['apknya', 'bantu', 'transaksi', 'tagih', 'pulsa', 'mudah', 'rumah', 'minus', 'apknya', 'muncul', 'layar', 'cari', 'gogleplaystore']",-8,negative
Irwantono Setia Hadi,5,2022-09-02 5:17:54,sangat mudah dan cepat,"['sangat', 'mudah', 'dan', 'cepat']",<FreqDist with 4 samples and 4 outcomes>,"['mudah', 'cepat']","['mudah', 'cepat']","['mudah', 'cepat']",3,positive
Ade Rudi,5,2022-09-02 5:17:53,suka banget pake brimo lebih mudah untuk melakukan pembayaran dan transaksi,"['suka', 'banget', 'pake', 'brimo', 'lebih', 'mudah', 'untuk', 'melakukan', 'pembayaran', 'dan', 'transaksi']",<FreqDist with 11 samples and 11 outcomes>,"['suka', 'banget', 'pake', 'brimo', 'mudah', 'pembayaran', 'transaksi']","['suka', 'banget', 'pakai', 'brimo', 'mudah', 'pembayaran', 'transaksi']","['suka', 'banget', 'pakai', 'brimo', 'mudah', 'bayar', 'transaksi']",7,positive
nugroho ardyanto Wibowo,1,2022-07-05 7:33:04,kecewa sekali setelah update daya malah tidak bisa masuk ke aplikasi setelah masukkan username dan password selalu muncul peringatan brimo telah berhenti sudah instal ulang bersihkan cache sama saja padahal sebelum update selalu berjalan lancar setelah update malh jadi begini kesalahan besar mengupdate aplikasi brimo,"['kecewa', 'sekali', 'setelah', 'update', 'daya', 'malah', 'tidak', 'bisa', 'masuk', 'ke', 'aplikasi', 'setelah', 'masukkan', 'username', 'dan', 'password', 'selalu', 'muncul', 'peringatan', 'brimo', 'telah', 'berhenti', 'sudah', 'instal', 'ulang', 'bersihkan', 'cache', 'sama', 'saja', 'padahal', 'sebelum', 'update', 'selalu', 'berjalan', 'lancar', 'setelah', 'update', 'malh', 'jadi', 'begini', 'kesalahan', 'besar', 'mengupdate', 'aplikasi', 'brimo']",<FreqDist with 38 samples and 45 outcomes>,"['kecewa', 'daya', 'aplikasi', 'masukkan', 'username', 'password', 'muncul', 'peringatan', 'brimo', 'berhenti', 'instal', 'ulang', 'bersihkan', 'cache', 'berjalan', 'lancar', 'malh', 'kesalahan', 'mengupdate', 'aplikasi', 'brimo']","['kecewa', 'daya', 'aplikasi', 'masukkan', 'username', 'password', 'muncul', 'peringatan', 'brimo', 'berhenti', 'instal', 'ulang', 'bersihkan', 'cache', 'berjalan', 'lancar', 'malh', 'kesalahan', 'mengupdate', 'aplikasi', 'brimo']","['kecewa', 'daya', 'aplikasi', 'masuk', 'username', 'password', 'muncul', 'ingat', 'brimo', 'henti', 'instal', 'ulang', 'sih', 'cache', 'jalan', 'lancar', 'malh', 'salah', 'mengupdate', 'aplikasi', 'brimo']",-17,negative
Denika Natalia,5,2022-09-04 14:25:19,cepat bagus dan mudah,"['cepat', 'bagus', 'dan', 'mudah']",<FreqDist with 4 samples and 4 outcomes>,"['cepat', 'bagus', 'mudah']","['cepat', 'bagus', 'mudah']","['cepat', 'bagus', 'mudah']",1,positive
irama rachmanda,5,2022-09-02 7:00:59,penggunaan nya sangat mudah cepat,"['penggunaan', 'nya', 'sangat', 'mudah', 'cepat']",<FreqDist with 5 samples and 5 outcomes>,"['penggunaan', 'mudah', 'cepat']","['penggunaan', 'mudah', 'cepat']","['guna', 'mudah', 'cepat']",4,positive
Budi Santoso,5,2022-09-02 5:50:22,cepat tepat mudah dan aman,"['cepat', 'tepat', 'mudah', 'dan', 'aman']",<FreqDist with 5 samples and 5 outcomes>,"['cepat', 'mudah', 'aman']","['cepat', 'mudah', 'aman']","['cepat', 'mudah', 'aman']",3,positive
Khoirul Amali,5,2022-09-02 5:43:17,aplikasi ini sangat bagus dan sangat membantu,"['aplikasi', 'ini', 'sangat', 'bagus', 'dan', 'sangat', 'membantu']",<FreqDist with 6 samples and 7 outcomes>,"['aplikasi', 'bagus', 'membantu']","['aplikasi', 'bagus', 'membantu']","['aplikasi', 'bagus', 'bantu']",-7,negative
Aprilia Elsi,1,2022-07-05 5:17:14,maaf sy berikan bintang krn tiap upload video selalu gagal koneksi pdhl jaringan sy bagus pakai wifi juga tetap gagal mengupload tolong masalah ini segera ditangani sy liat review nasabah lainnya dan masalahnya mirip seputar gagal mengupload video verifikasi jadi tolong diperbaiki,"['maaf', 'sy', 'berikan', 'bintang', 'krn', 'tiap', 'upload', 'video', 'selalu', 'gagal', 'koneksi', 'pdhl', 'jaringan', 'sy', 'bagus', 'pakai', 'wifi', 'juga', 'tetap', 'gagal', 'mengupload', 'tolong', 'masalah', 'ini', 'segera', 'ditangani', 'sy', 'liat', 'review', 'nasabah', 'lainnya', 'dan', 'masalahnya', 'mirip', 'seputar', 'gagal', 'mengupload', 'video', 'verifikasi', 'jadi', 'tolong', 'diperbaiki']",<FreqDist with 35 samples and 42 outcomes>,"['maaf', 'bintang', 'upload', 'video', 'gagal', 'koneksi', 'pdhl', 'jaringan', 'bagus', 'pakai', 'wifi', 'gagal', 'mengupload', 'tolong', 'ditangani', 'liat', 'review', 'nasabah', 'seputar', 'gagal', 'mengupload', 'video', 'verifikasi', 'tolong', 'diperbaiki']","['maaf', 'bintang', 'upload', 'video', 'gagal', 'koneksi', 'padahal', 'jaringan', 'bagus', 'pakai', 'wifi', 'gagal', 'mengupload', 'tolong', 'ditangani', 'lihat', 'review', 'nasabah', 'seputar', 'gagal', 'mengupload', 'video', 'verifikasi', 'tolong', 'diperbaiki']","['maaf', 'bintang', 'upload', 'video', 'gagal', 'koneksi', 'padahal', 'jaring', 'bagus', 'pakai', 'wifi', 'gagal', 'mengupload', 'tolong', 'tangan', 'lihat', 'review', 'nasabah', 'putar', 'gagal', 'mengupload', 'video', 'verifikasi', 'tolong', 'baik']",-8,negative
anya fugher0420,5,2022-07-05 2:35:55,baik dan tidak mengecewakan dengan fasilitas nya kekurangannnya hanya notifikasi uang masuk belum tersedia,"['baik', 'dan', 'tidak', 'mengecewakan', 'dengan', 'fasilitas', 'nya', 'kekurangannnya', 'hanya', 'notifikasi', 'uang', 'masuk', 'belum', 'tersedia']",<FreqDist with 14 samples and 14 outcomes>,"['mengecewakan', 'fasilitas', 'kekurangannnya', 'notifikasi', 'uang', 'tersedia']","['mengecewakan', 'fasilitas', 'kekurangannnya', 'notifikasi', 'uang', 'tersedia']","['kecewa', 'fasilitas', 'kekurangannnya', 'notifikasi', 'uang', 'sedia']",0,negative
Maria Ulfa,1,2022-07-05 1:57:40,terkendala sama pengiriman link sms padahal sinyal udah ok pulsa juga ada apalagi coba yang salah kok sampai tidak terkirim link smsnya padahal sudah di kirim ulang berkali kali,"['terkendala', 'sama', 'pengiriman', 'link', 'sms', 'padahal', 'sinyal', 'udah', 'ok', 'pulsa', 'juga', 'ada', 'apalagi', 'coba', 'yang', 'salah', 'kok', 'sampai', 'tidak', 'terkirim', 'link', 'smsnya', 'padahal', 'sudah', 'di', 'kirim', 'ulang', 'berkali', 'kali']",<FreqDist with 27 samples and 29 outcomes>,"['terkendala', 'pengiriman', 'link', 'sms', 'sinyal', 'pulsa', 'coba', 'salah', 'terkirim', 'link', 'smsnya', 'kirim', 'ulang', 'berkali']","['terkendala', 'pengiriman', 'link', 'sms', 'sinyal', 'pulsa', 'coba', 'salah', 'terkirim', 'link', 'smsnya', 'kirim', 'ulang', 'berkali']","['kendala', 'kirim', 'link', 'sms', 'sinyal', 'pulsa', 'coba', 'salah', 'kirim', 'link', 'smsnya', 'kirim', 'ulang', 'kali']",0,negative
Dhany Agung,5,2022-07-05 1:36:30,saat up video selalu gagal padahal sudah memiliki jaringan yang bagus dan stabil tapi setelah loading selalu keluar notifikasi koneksi tidak setabil silahkan coba lagi udah dicoba kali hasilnya sama saja,"['saat', 'up', 'video', 'selalu', 'gagal', 'padahal', 'sudah', 'memiliki', 'jaringan', 'yang', 'bagus', 'dan', 'stabil', 'tapi', 'setelah', 'loading', 'selalu', 'keluar', 'notifikasi', 'koneksi', 'tidak', 'setabil', 'silahkan', 'coba', 'lagi', 'udah', 'dicoba', 'kali', 'hasilnya', 'sama', 'saja']",<FreqDist with 30 samples and 31 outcomes>,"['up', 'video', 'gagal', 'memiliki', 'jaringan', 'bagus', 'stabil', 'loading', 'notifikasi', 'koneksi', 'setabil', 'silahkan', 'coba', 'dicoba', 'hasilnya']","['up', 'video', 'gagal', 'memiliki', 'jaringan', 'bagus', 'stabil', 'loading', 'notifikasi', 'koneksi', 'setabil', 'silahkan', 'coba', 'dicoba', 'hasilnya']","['up', 'video', 'gagal', 'milik', 'jaring', 'bagus', 'stabil', 'loading', 'notifikasi', 'koneksi', 'setabil', 'silah', 'coba', 'coba', 'hasil']",7,positive
Anastasia Anastasia,1,2022-07-05 0:25:52,ampun dah setiap mau buka aplikasi selalu user terblokir tolong dong di perbaiki lagi kalo pas lagi butuh banget kan jadi repot kitanya,"['ampun', 'dah', 'setiap', 'mau', 'buka', 'aplikasi', 'selalu', 'user', 'terblokir', 'tolong', 'dong', 'di', 'perbaiki', 'lagi', 'kalo', 'pas', 'lagi', 'butuh', 'banget', 'kan', 'jadi', 'repot', 'kitanya']",<FreqDist with 22 samples and 23 outcomes>,"['ampun', 'buka', 'aplikasi', 'user', 'terblokir', 'tolong', 'perbaiki', 'pas', 'butuh', 'banget', 'repot', 'kitanya']","['ampun', 'buka', 'aplikasi', 'user', 'terblokir', 'tolong', 'perbaiki', 'pas', 'butuh', 'banget', 'repot', 'kitanya']","['ampun', 'buka', 'aplikasi', 'user', 'blokir', 'tolong', 'baik', 'pas', 'butuh', 'banget', 'repot', 'kita']",-16,negative
