userName,score,at,content
isma 9919,1,2022-07-04 13:44:06,Saya heran kenapa tidak bisa daftar y giliran udah slesai masukin imail malah bilangnyanerir koneksi internet jg hilang tidak bisa dipake udah habis 20 GB masih tidak bisa bikin kecewa nasabah aja.. Tolong dong diperbaiki masalahnya kan kuota jg tidak ada yang geratis jangan mempersulit masyarakat dong
Bara Izumi,5,2022-09-02 15:14:22,Mudah sekali pendaftarannya... Semuanya lebih mudah dengan BRI Mobile~ Thank you 😊
Jumono Azeng,1,2022-07-04 12:13:07,Aplikasi bosok. Seminģgu berturut saya coba daftar selalu saja menyalahkan koneksi. Uninstal wis. Pakai BCA skali upload langsung yes
Arjuna RentCarLampung,1,2022-07-04 12:07:04,"Ni aplikasi kayak gak niat buat... Sekelas BRI bikin aplikasi kok ya begini.. Setiap Verifikasi wajah sudah berpuluh kali masih aja gagal. Alasan koneksi.. Udah wifi,udah ganti2 provider gsm masih aja gagal.. Tolong diperbaiki.."
Giyono Sr.,1,2022-07-04 12:02:51,"Aplikasi ini gimana sih.? Sinyal sudah bagus lho, tapi setiap mau upload video selalu ""jaringan tidak tersedia"". Saya ini sudah dibawah tower TELKOMSEL. apakah saya harus naik tower baru kemudian jaringan tersedia.? Kaya aplikasi beta aja."
ASTHA PRABOWO,1,2022-07-04 11:17:47,Kenapa setelah diupdate aplikasi malah kacau ya..sinyal penuh tp saat melakukan transfer sinyal lngsng ilang..gimana ini BRI..saldo kepotong tp jejak transfernya gk ada..hadddeeeehhhh..dari bintang 5 turun dah jd bintang 1..nti kl udh beres aplikasinya bintangnye ane tambahin lg..
Shisui Uchiha,1,2022-07-04 11:12:19,"Selalu saja !!, selesai tf mau cek status berhasil atau tidak ngga ada dilaporan transaksi Tapi aneh nya saldo berkurang !!!"
renaari sugiarti,2,2022-07-04 9:29:26,"Sementara 2 bintang dulu,,nunggu bantuan dari cs by WhatsApp yg sampe sekarang blm ada balasan..padahal di jam kerja,tapi entahlah.. Bermasalah ketika sesudah rekam video dan mau diupload,tapi tidak bisa,dan tidak ada notifikasi apapun..haduuh gimana iniii......??"
Diana 270494,1,2022-07-04 8:04:03,"Semua nasabah di anjurkan untuk pakek brimo, tiba udh di dwnlod apknya untuk verifikasi vidio gk bisa-bisa kek gi mana caranyaa, udh di ikuti jga cara-caranya ttp jga gk bisa, sampek vidio dr ddk, tdran jongkok"", ttp jga gk bis8a, aneh bener, mohon solusinya dong"
Ahmad Habibie,3,2022-07-04 6:49:56,"Leletnya minta ampun,please perbaiki kecepatan nya ya,..kalo cek saldo knapa lama muncul...malah lelet muncul nya ,..semoga ke depan nya lebih bagus lagi dan memuaskan nasabah BRI ..thanks"
sefy ssani,1,2022-07-04 6:00:34,"Tolong diperbaiki lagi, setiap mau kirim kode otp ngga masuk terus, waktu rekam video juga tidak bisa, keluar keluar terus, padahal sinyal sudah bagus. Mohon pencerahannya🙏"
Beads Corner,5,2022-09-02 4:57:32,Mudah dan sangat efektif
Ferry Hermawan,2,2022-07-04 5:33:31,Belom di coba mau daftar aja sudah mau bikin verifikasi wajah mau di rekam ada kali 30 kali ga bisa bisa. Tolong aplikasi nya di perbaharui supaya yg make aplikasi nih gampang biar kaya aplikasi bank bank lain Terima kasih Assalamualaikum
Muhajirin Jirin,3,2022-07-04 5:31:54,Transfer jadi mudah dan praktis bagus
Della Kristian,2,2022-07-04 4:08:49,"akhir akhir ini sering terblokir otomatis sdh 3x , sdh berhasil log in tp baru mau masukin no rekening keluar sendiri tiba"" username dlm keadaan terblokir. sdh komplen dr telpon sampe ke Cs bank"
Vashtiantari Angelica,2,2022-07-04 2:07:26,"Bikin video verifikasi wajah susahnya , udah ganti background, dari gelap ke terang, dari di depah cahaya sampe membelakangi cahaya, dari polosan sampe pake make up, paake kerudung sampe gak pake kerudung tetap gak mau, sama pake suara sendiri sampe bikin rekaman biar jelas..,salahnya di mana?🥲🥲🥲"
asep saepul Anwar,1,2022-07-03 23:29:38,"Cepat, Bagus dan mudah"
Dhimas Fachrudin,2,2022-07-03 22:35:50,"penggunaan nya sangat mudah & cepat,"
Fadrina Hitam,2,2022-07-03 10:54:44,Cepat tepat mudah dan aman
Yulio Ayub Loba,2,2022-07-03 9:14:30,"Kenapa saat mau mendaftar akun brimo udah ditahap ke 3 upload video ngk bisa,selalu gagal koneksinya, udah pake wifi ngk bisa, pake data juga ngk bisa padahal kualitas video sudah sesui dgn permintaan."
Yudistira Ahmad,1,2022-07-03 6:25:27,"Update belakangan ini malah makin kacau, setelah beberapa kali digunakan, malah sering terjadi ""user id anda terblokir, silahkan reset password anda di menu lupa password"". Dan ini yang ke-tujuh kali saya mereset password dalam sebulan. Yang mengherankan lagi saya tidak pernah salah memasukkan password. Bikin ribet reset password melulu. Ditambah lagi jika ingin mereset password harus ada pulsa yang nantinya akan terpotong untuk kode OTP yang masuk di sms pengguna."
Fira Irvan Maulana,1,2022-07-03 4:36:13,"Ini aplikasi gimana sih mau up video rekaman susahnya minta ampun, padahal koneksi bagus, tempat bagus, penerangan juga bagus tapi tetep aja gak bisa"
Tanti Hartini,5,2022-07-03 4:32:38,"Apps nya bagus, sangat membantu sekali untuk semua jenis transaksi.. semoga kedepan nya bisa gratis trf( tidak ada biaya admin )kesemua bank...."
Jefri Aditia,1,2022-07-03 3:48:14,"Gimana nii kak setiap mau daftar akun Brimo selalu ada bug tentang perekaman dan juga masalah verifikasi kode email yg TK kunjung datang,udah mencoba beberapa kali hasilnya tetep aja sama.gatot ""gagal total""sampek capek ngurusin caranya buat daftar udah kayak GK ada jalan lain.untuk developer nya tolong di benerin lagi aplikasi nya.agar masyarakat jauh lebih mudah mengakses nya tanpa adanya kendala sedikit pun.udah di wa customer servicenya hasilnya GK ada jawaban/respon sama sekali."
Arsyila Channel,4,2022-07-03 3:11:43,Kenapa ya jaringan penuh paket data juga banyak tapi saat mau transfer selalu gagal. Keterangannya jaringan lemah. Padahal biasanya lancar tanpa hambatan. Apakah saat ini brimo sedang gangguan???
Aries Dharma,5,2022-07-03 2:51:16,"Selalu gagal..buruk.. sudah isi aplikasi .. pas buat password/PIN ... jaringan internet tidak ada,.. Tapi Setelah coba beberapa kali..Alhamdulillah bisa dan mempermuda transaksi dan cek rekening BRI... Trima kasih BRI... LIMA BINTANG BUAT BRI BRAVO"
Bagas Assadad,1,2022-07-02 22:42:30,"Pada saat selesai melakukan perekaman video koneksi tidak ada, padahal saya pake wifi, trus saya coba pake data seluler tetap saja tidak ada koneksi, buat daftar brimo ribet banget dah"
Firdaus Hakiki,2,2022-07-02 22:38:08,"Buka rekening tidak di dapat kartu atm. Diarahin pake BRImo tapi sering bermasalah koneksi, trus kenapa tidak bisa stor tunai tanpa kartu hanya bisa tarik tunai tanpa kartu? Saya yang tidak punya kartu gimana mesti ke teller buat stor tunai"
Dwi Rohiman,1,2022-07-02 18:16:28,Sangat mudah dan cepat
Sonya Desfafira,1,2022-07-02 15:44:07,"Alhamdulillah lancar kaya, menu simpel mudah digunakan"
Wiwik Widya,5,2022-07-02 13:01:25,"Maaf,, saya kesusahan buat log in, katanya login tdk berhasil, upgrade status finansial di tmp terdekat Padahal baru kemarin daftar internet banking dicabang bri, sruh daftar di web yg dikasi, baru log in di sini, tp malah gl bisa2 login, di web mau2 aja log ini, mohon bantuannya"
07_Putri Br Tarigan,5,2022-07-02 9:21:14,"Saat benar-benar dibutuhkan malah ada kesalahan sistem, terus di coba login lagi, malah ada tulisan ""tidak ada koneksi internet, mohon periksa kembali koneksi internet anda"" yang bener aja? Padahal buka aplikasi lain lancar jaya, browsing internet juga lancar. Tolong semakin update semakin baik jangan semakin menyusahkan pengguna."
Sunita Ayuwandra,5,2022-07-02 8:46:59,"Knapa pengiriman kode SMS nya gak yampe"" ya, padahal no nya udah bener loh 😌.ampe tak itungin tu no telpon biar gk salah angka, ehh ngulang 7 x pun ttp gak ada masuk kode nya 🤦‍♀️ Susah bat pen dapat kode doang Edit : sekarang sudah bisa 😌🤗 semoga gk ada kendalaya untuk kedepannya."
Labika Tabia,1,2022-07-02 6:49:45,"aplikasi ini sangat bagus, mudah dan sangat membantu...."
Sayid Mahmud,5,2022-07-02 5:23:26,"Aplikasinya error saya udah coba berkali2 login di waktu yg berbeda cuma muncul koneksi terputus, tidak ada internet padahal saya cek wi-fi lancar untuk youtuban"
cornelius Big,5,2022-07-02 5:16:30,"trimakasih untuk respon cepatnya, dan perbaikannya."
danang sutawijaya,1,2022-07-02 5:07:42,"Cepat, Bagus dan mudah"
Abdurrohim Sukses,1,2022-07-02 4:29:41,"penggunaan nya sangat mudah & cepat,"
A. Sanjaya,3,2022-07-02 3:49:22,Cepat tepat mudah dan aman
Nur Cahyanti,4,2022-07-02 3:42:06,"Lumayan bagus,cm kadang ada kendala di sistemnya membuat was-was. Tidak bisa cek saldo dan transfer setiap saat."
Elwin Hadi,1,2022-07-02 3:29:20,Bri sepertinya kurang dalam segi layanan sistem Digital Terlalu mempersulit. Apa memang sistem yang di terpkan kurang bagus. Berkali kali Mendaftarkan Brimo selalu saja gagal dalam pengambilan video. Padahal akurasi dan pengambilan video sangat jelas. Dan jaringn internet stabil. masih saja gagal Sangat beda dengan layanan Bank lain. Cumam brimo yg menurut saya layanan sistem nya kurang dan sangat jelek Ingin mendapatkan Rating tinggi tapi pelayanan yg di terapkan Rendah
Ratna Agata,1,2022-07-02 3:10:49,"Setiap mau perekaman video selalu gagal, padahal pakai WiFi, wifinya pun tidak ada gangguan dan jaringan oke di beberapa apk lain, hanya saat step perekaman video langsung jaringan lemah, sudah mencoba pakai data juga gagal.. Aku sudah mencoba daftar 10x lebih tetap gagal terus.. Tolong ya sistemnya diperbaiki lagi🙏"
Firman Herlandi,5,2022-07-02 2:42:24,"Sangat membantu, BRI tetap dihati jaya selalu"
nurdin,1,2022-07-02 2:36:46,"Sekelas BRI, tp aplikasinya jelek, ketika log in, tiba2 terblokir, saya reset password, SMS M-token nya GK muncul2, tolong lah di perbaiki, kecewa jadinya dgn aplikasi ini"
Irma Y,4,2022-07-02 2:30:37,"Tolong untuk selalu di-cek aplikasinya, jadi kalau ada error bisa segera diperbaiki. Jangan tunggu orang ngasih review bintang 1, baru diperbaiki. Kemarin sampai tadi malam error terus, gak bisa login sama sekali ke aplikasi. Itu udah saya tambah bintangnya jadi bintang empat biar selalu siap siaga kalau ada error."
EDY PURWANTO,5,2022-09-04 12:46:32,Mudah cepat bagus sangat membantu
Dessy novianty,1,2022-07-02 1:51:00,"Bagus, Sangat menolong dan terhubung dengan pembayaran toko online."
Imam Reskiawan,1,2022-07-02 1:33:38,Aplikasi yang sangat bagus dan sangat membantu untuk semua transaksi. Good job 😍👍
Nenden Puspita Agidiya,1,2022-07-02 1:14:03,Fitur lebih lengkap bagus dan efisien... lancar dan mudah
Dimas Agustian,3,2022-07-02 0:51:08,"Kadang - kadang Susah Transaksi Dengan Keterangan Tidak Ada Koneksi,sudah dicoba menggunkan data seluler tetap tidak bisa coba pakai wifi juga tidak bisa. Semoga Selalu Diperbaiki Aplikasinya."
Jon Henripurba,1,2022-07-02 0:17:49,"Aplikasinya suka blank saat reset pasword, sangat tidak membantu bagi nasabah yg berada jauh dari cabang. Tdk efisien."
Retno Nurmahita,5,2022-07-01 23:06:21,"Saya pengguna baru. Lumayan puas. Tapi terkendali di koneksi terus. Mau pake simpati, im3 tetep aja suka susah sinyal. Tapi klo untuk Internet lain ok ok aja. Mohon di perbaiki untuk masalah internetnya. Terima kasih"
EJU,5,2022-07-01 17:29:55,"Mudah,cepat dan aman Semoga makin jaya"
Zan Di,1,2022-07-01 16:59:39,"Semakin buruk pelayanan bank ini. Daftar brimo saja di suruh ke kantor. Ribettttt pelayanan terburuk. Andai ada bintang 0 saya kasih Tadi mau daftar brimo malah gitu ada notifikasi nomor kartu sudah terigristrasi internet banking. Apakah bisa di akses melalui hp tanpa harus ke bank. Semua sudah bisa di akses melalui online , kapan BRI maju. Dan sekarang masih ada kendala dalam perekaman video 8 detik. Padahal sinyal bagus video juga jelas tapi gagall. Pindah BANK BCA LANGSUNG BISA"
Sultan Mubin Pro,5,2022-07-01 15:17:17,"Sangat bermanfaat, tapi ada saran dari saya, tolong buat call centernya di buatin apps cs digital biar kalo telpon gak pakek pulsa tapi pakek kuota internet kan jadi nyaman jadinya seperti saya ngobrol cuman 5menit pulsa ludes 25.000 jadi saya tidak melanjutkan karena pulsa saya habis oke terimakasih"
Rionaldi Hindrawan,1,2022-07-01 14:13:58,"Bagus, Sangat menolong dan terhubung dengan pembayaran toko online."
irvan arianto,3,2022-07-01 14:07:42,Aplikasi yang sangat bagus dan sangat membantu untuk semua transaksi. Good job 😍👍
Mulyana,2,2022-07-01 13:55:50,Fitur lebih lengkap bagus dan efisien...
Jhon Will,1,2022-07-01 13:27:54,Gangguan terus..tak ada koneksi terus...buat susah transaksi aja...biaya SMS 1bulan potong berkali2 tapi SMS pemberitahuan telat terus...ganti tu teknisi software nya..macam taik ni aplikasi...mobile banking Bank lain tak ada yang macam ni
Wafi,5,2022-07-01 13:20:04,"Maaf sebelumnya, saat buka apk nya terjadi kendala dan juga kadang keluar tulisan maaf tidak ada jaringan padahal udah nyambung wifi. Sampai kapan ini diperbaiki mohon dipercepat. Terima kasih"
Stefan Joko Solihin,1,2022-07-01 13:06:16,"Aplikasi gajelas, apdet udah, pake wifi kenceng jg udah, gua ini tinggal disebelah tower sinyal loh. Yakali cuma mau transaksi gabisa, lemot banget. Ini udh jelas bkn soal device atau sinyal, tpi emg dari aplikasi dan pihak banknya yg freak!"
Dewi Mulyasari,1,2022-07-01 13:03:17,"Aplikasi nya lemot,,wktu mau daftar susah bgt,,gagal terus di perekaman wajah,,akhrnya lgsg ke kantor BRI,,dftr secara manual,,udah berhasil tp klo mau transaksi lemot bgt muter2 terus pdhl kuota byk,sinyal bagus tp tetap aja susah,,tolong donk diperbaiki sistemnya😒😒"
Laurentius Berbudi Santoso,5,2022-07-01 12:58:43,"OK sangat Membantu tapi harus diperbaiki utk Bugs dan Kecepatan Prosesnya. Terkadang Sering Terjadi Masalah Koneksi Internet, padahal Internet Saya Jaringannya tidak ada masalah"
rifard ismail,4,2022-07-01 12:58:37,"Kenapa loginnya susah sekali, dan loadingnya lama. Apakah sedang maintenance namun lama sekali dan di jam aktif, setau sy bank lain akan maintenance dijam non aktif."
Miftahul Ulum,1,2022-07-01 12:54:10,"Mudah,cepat dan aman Semoga makin jaya"
R4nsy4h 18,3,2022-07-01 12:54:07,"Sementara saya kasih 3 bintang dulu,nanti klo sudah stabil bru 5 bintang,tolong diperbaiki lagi aplikasi brimo nya masa update bukannya tambah bagus malah tambah jelek,saya sudah WA BRI juga tapi blm direspon?"
Maung zy,1,2022-07-01 12:53:48,"Mudah,cepat dan aman Semoga makin jaya dan bagus"
Dian Juwita,5,2022-07-01 12:52:38,Bisa lebih mudah buat transfer tambah bisa lihat saldo lebih praktis..saran lebih tingkatkan lagi servernya biar lebih nyaman lagi... Terima kasih BRImo
Esa Pradnya,4,2022-07-01 12:50:56,Aplikasinya bagus mudah dimengerti. Tapi kalau server lagi ada kendala notifnya jangan sinyal atau jaringan tidak ada. (01/07/22)
Deni Saputra,1,2022-07-01 12:50:13,"Kadang"" setiap mau transaksi susah masuk .. jaringan bagus tapi tetep gak bisa .. teransaksi gagal tapi saldo udah ke potong .."
choiru kudo,5,2022-07-01 12:47:00,Ini kenapa apk nya tidak bisa login..tidak ada koneksi internet. Pdhal jaringan bagus buat apk yg lain lancar... Tolong di Perbaiki ya.. Saya sulit transaksi kalo seperti ini. 🙁
Monica Lina,1,2022-07-01 12:42:28,"cepat, simple, bikin semua jadi mudah dan lancar"
Ponyoen,1,2022-07-01 12:42:15,"Aplikasi terjelek selama gw pake, sistem nya lemot beda banget sma mbangking BCA tidak lemot dan mudah di akses. BRI Sering perbaikan sistem ga jelas.😤 Poko nya tidak puas dengan aplikasi nya !!!!! 😖"
dani murdani,1,2022-07-01 12:39:50,"Bagus dan memuaskan, mudah untuk transaksi😘"
ngurah suputra,2,2022-07-01 12:36:12,"Lambat banget loading datanya, ga simple seperti mobile banking lain, padahal sinyal gaada masalah WiFi atau data tetap muter loading, saran aja untuk mobile banking buat sesimple aja, gausah banyak fitur tapi hasilnya ga worth it, fiturnya yg penting aja dlu di optimalkan baru tambah yg lain ketimbang ga berguna"
Singgih catur Pamungkas,1,2022-07-01 12:26:58,Aplikasi brimo lagi maintenance kah? Secara siang hari pake sinyal wifi bagus tapi kok gak bsa masuk yaa. Di keterangan cek kembali koneksi internet anda. Padahal sinyal lagi baguuss..
Achmad Mutohar,1,2022-07-01 12:25:52,"Kok jadi buruk ya, suruh periksa koneksi, padahal paketan ada wifi ada Trus mau ambil di atm, ambil 1jt gk bisa, 500 gk bisa, 300 bisa yakali ambil ngulang 300an sampe jebol tangannya.. Trus tinggal 500 ni mau diambil udh gk bisa Udh uangnya lecek semua, jannnn sangat tidak memuaskan"
Alexander Graham,1,2022-07-01 12:22:45,"Setelah update bukan nya makin baik malah makin buruk, saya tidak bisa sama sekali buka aplikasi ini padahal jaringan lancar jaya tapi notice nya tidak ada jaringan. Tolong diperbaiki aplikasi nya, masa iya salah satu bank terbesar di Indonesia bikin aplikasi nya rusak kayak gini !"
Bhai _,1,2022-07-01 12:20:20,"Saat mau masuk gagal koneksi terus padahal jaringan internet full ada WiFi ada kuota tapi login tetap gak bisa bisa, untuk admin minta tolong aplikasi ini harus diperbaiki lagi dan masih banyak kekurangannya tolong di cek kembali aplikasinya sebelum di publikasikan. Terimakasih"
Zul Vita,1,2022-07-01 12:18:38,"Aplikasi paling jelek. Lalod,,, setiap masuk katanya jaringan tidak bagus padahal kita pake wifi IndiHome. Beda dgn aplikasi BNI mobile ndak seribet ini. 😡😡😡"
Susi Yulianti,1,2022-07-01 12:17:47,"Bagus, Sangat menolong dan terhubung dengan pembayaran toko online."
Ari Swalfor,1,2022-07-01 12:13:50,Aplikasi yang sangat bagus dan sangat membantu untuk semua transaksi. Good job 😍👍
Wendo Agi,1,2022-07-01 12:13:30,Fitur lebih lengkap bagus dan efisien...
Br Jun Ahmadi,1,2022-07-01 12:08:55,"Ini kenapa ya hari ini Bromo sangat tidak nyaman buat digunakan , perbaikan2 terus lemot mau transfer gabisa koneksi WiFi 50 Mbps lancar padahal."
ima shakura,1,2022-07-01 12:07:45,"ada mungkin sudah tau kenapa saya ralat B5 yg tadinya bagus & sangat membatu menjadi B1 kalo ada B0 mungkin saya kasih B0 ,app untuk minggu minggu ini tidak bisa di gunakan sama sekali, tidak ada koneksi internet saat mau login, padahal pakai wifi kecepatan tinggi buat setreaming 3 rumah pun mampu,, masak buat login aja tidak ada koneksi internet periksa internet anda,mungkin app anda yg harus di periksa"
